"Environment Canada"
"Monthly Values for June - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"VEGREVILLE","53.505","-112.098","AB","16.8","0","2.4","28.6","0","2.9","0","",,NA,"65.4","0","108.0","","9","",,NA,"53.0","17.4","3016GF0"
"WETASKIWIN AGCM","52.980","-113.444","AB","15.4","4",NA,"27.6","2","2.6","2","",,NA,"93.4","5",NA,"","11","",,NA,"72.4","4.5","3017282"
"EDMONTON STONY PLAIN CS","53.547","-114.108","AB","16.1","0",NA,"29.4","0","3.8","0","",,NA,"92.2","0",NA,"","9","",,NA,"68.8","12.6","301A001"
"ESTHER 1","51.670","-110.206","AB","16.3","0",NA,"29.9","0","2.8","0","",,NA,"76.0","0",NA,"","9","",,NA,"61.9","10.9","301B460"
"UNIVERSITY OF ALBERTA METABOLIC CENTRE","53.517","-113.533","AB","16.8","0","1.7","30.0","0","4.0","0","0.0","0",NA,"72.6","0","98.0","0.0","15","","",NA,"53.9","17.0","301FFNJ"
"WAINWRIGHT CFB AIRFIELD 21","52.829","-111.096","AB","16.5","0",NA,"28.4","0","4.0","0","",,NA,"42.9","0",NA,"","8","",,NA,"59.5","13.3","301S001"
"ACADIA VALLEY","51.066","-110.317","AB","16.5","3",NA,"29.5","3","4.7","0","",,NA,"70.1","10",NA,"","7","",,NA,"51.3","10.3","3020035"
"ATLEE AGCM","50.810","-111.006","AB","16.2","8",NA,"28.8","7","3.7","1","",,NA,"29.0","9",NA,"","5","",,NA,"49.2","9.7","3020405"
"BEISEKER AGCM","51.379","-113.357","AB","14.9","0",NA,"30.1","0","-1.0","0","",,NA,"44.6","0",NA,"","8","",,NA,"100.3","6.7","3020610"
"BIG VALLEY AGCM","51.998","-112.803","AB","16.2","7",NA,"26.8","6","2.3","2","",,NA,"27.6","8",NA,"","4","",,NA,"47.6","6.8","3020679"
"CRAIGMYLE AGCM","51.775","-112.252","AB","15.5","1",NA,"27.7","1","2.6","0","",,NA,"57.6","1",NA,"","8","",,NA,"78.1","4.8","3021912"
"CRAIGMYLE","51.767","-112.283","AB","16.1","3","1.5","28.0","3","2.0","3","0.0","3",NA,"75.8","3",NA,"0.0","9","","",NA,"61.6","10.9","3021940"
"DRUMHELLER EAST","51.445","-112.677","AB","16.8","0",NA,"29.6","0","3.2","0","",,NA,"56.8","0",NA,"","9","",,NA,"51.7","16.9","30221LG"
"HESPERO AGCM","52.310","-114.486","AB","13.8","6",NA,"25.7","6","-0.6","1","",,NA,"41.5","6",NA,"","6","",,NA,"100.3","0.0","3023200"
"HUSSAR AGDM","51.183","-112.500","AB","15.4","1",NA,"27.1","1","1.9","0","",,NA,"44.8","1",NA,"","8","",,NA,"82.2","6.7","3023402"
"LACOMBE CDA 2","52.449","-113.756","AB","15.2","0",NA,"29.3","0","1.2","0","",,NA,"26.7","0",NA,"","7","",,NA,"89.7","5.5","3023722"
"LEEDALE AGDM","52.553","-114.473","AB","13.5","2",NA,"25.8","2","0.0","0","",,NA,"97.3","2",NA,"","12","",,NA,"124.9","0.0","3023740"
"LINDEN AGCM","51.619","-113.656","AB","14.3","0",NA,"30.4","0","-0.6","0","",,NA,"29.4","3",NA,"","7","",,NA,"114.8","3.9","3023850"
"MORRIN AGDM","51.660","-112.675","AB","14.9","1",NA,"27.3","1","0.8","0","",,NA,"31.4","1",NA,"","7","",,NA,"95.8","4.7","3024668"
"OLDS AGDM","51.759","-114.085","AB","14.4","1",NA,"27.2","1","2.2","0","",,NA,"36.0","1",NA,"","9","",,NA,"108.7","4.4","3024925"
"OYEN AGDM","51.383","-110.350","AB","16.2","9",NA,"29.4","6","4.0","5","",,NA,"10.8","13",NA,"","4","",,NA,"47.7","10.1","3024965"
"POLLOCKVILLE AGDM","51.125","-111.705","AB","15.3","3",NA,"29.2","1","0.1","2","",,NA,"55.7","3",NA,"","9","",,NA,"75.6","2.7","3025243"
"PRENTISS","52.433","-113.600","AB","15.2","3",NA,"26.5","3","3.2","0","",,NA,"24.7","3",NA,"","6","",,NA,"80.0","5.1","3025297"
"RED DEER REGIONAL A","52.182","-113.894","AB","14.3","29",NA,"21.5","29","7.1","29","0.0","0",NA,"59.6","0",NA,"0.0","9","",,NA,"3.7","0.0","3025481"
"SCHULER AGDM","50.307","-110.091","AB","15.4","4",NA,"30.1","4","3.9","1","",,NA,"73.2","5",NA,"","14","",,NA,"70.9","4.5","3025768"
"SIBBALD WESTGARD","51.425","-110.146","AB","16.6","0",NA,"31.0","0","2.5","0","0.0","0",NA,"103.0","0",NA,"0.0","14","","",NA,"58.2","16.9","3025928"
"THREE HILLS","51.768","-113.206","AB","14.5","6",NA,"28.2","6","0.0","0","",,NA,"35.3","8",NA,"","6","",,NA,"87.1","2.3","3026479"
"SUNDRE A","51.778","-114.683","AB","13.6","2",NA,"30.4","2","-3.0","0","",,NA,"34.5","2",NA,"","4","",,NA,"125.4","2.5","3026KNQ"
"WIMBORNE AGCM","51.936","-113.591","AB","14.9","5",NA,"29.9","2","1.4","3","",,NA,"39.2","6",NA,"","8","",,NA,"82.1","4.6","3027582"
"AZURE","50.512","-114.013","AB","15.0","7",NA,"31.1","3","2.0","5","",,NA,"30.6","9",NA,"","6","",,NA,"75.2","5.6","3030450"
"BARNWELL AGDM","49.800","-112.300","AB","16.5","9",NA,"33.6","8","4.0","4","",,NA,"34.8","9",NA,"","5","",,NA,"44.1","11.6","3030525"
"BARONS AGCM","50.026","-113.224","AB","15.9","5",NA,"33.6","5","1.5","0","",,NA,"83.7","6",NA,"","6","",,NA,"65.9","12.4","3030529"
"BASSANO AGCM","50.893","-112.465","AB","16.3","6",NA,"29.9","4","1.9","2","",,NA,"19.8","7",NA,"","5","",,NA,"49.2","7.9","3030540"
"BLACK DIAMOND","50.707","-114.152","AB","14.4","8",NA,"30.2","4","-0.4","4","",,NA,"",,NA,"","","",,NA,"86.5","6.3","3030680"
"BLOOD TRIBE AGDM","49.567","-113.050","AB","14.6","8",NA,"28.4","8","0.0","0","",,NA,"9.3","9",NA,"","4","",,NA,"76.9","1.1","3030720"
"BOW ISLAND","49.734","-111.450","AB","17.3","1",NA,"34.4","1","4.4","1","",,NA,"44.4","1",NA,"","6","",,NA,"43.2","23.4","3030768"
"BOW ISLAND IRRIGATION AGDM","49.867","-111.383","AB","17.4","0",NA,"33.1","0","4.8","0","",,NA,"47.5","0",NA,"","7","",,NA,"45.6","26.7","3030772"
"BROCKET AGDM","49.617","-113.817","AB","15.2","1",NA,"31.8","1","2.1","0","",,NA,"9.7","25",NA,"","1","",,NA,"91.8","11.0","3030830"
"BROOKS","50.555","-111.849","AB","17.0","0",NA,"31.2","0","4.4","0","",,NA,"54.1","0",NA,"","8","",,NA,"49.8","18.5","3030QLP"
"CALGARY INTL A","51.123","-114.013","AB","16.3","1",NA,"30.9","0","3.5","1","0.0","0",NA,"61.6","0",NA,"","8","",,NA,"65.2","15.6","3031092"
"CALGARY INT'L CS","51.109","-114.000","AB","15.7","0",NA,"30.0","0","2.3","0","",,NA,"54.1","0",NA,"","8","",,NA,"80.3","10.6","3031094"
"CARDSTON","49.201","-113.286","AB","15.8","3",NA,"33.1","3","2.1","3","",,NA,"16.1","3",NA,"","4","",,NA,"77.1","17.0","3031322"
"CARWAY","49.001","-113.376","AB","13.8","1",NA,"29.2","1","2.6","0","",,NA,"45.4","1",NA,"","7","",,NA,"127.7","4.6","3031402"
"CHAMPION AGDM","50.282","-113.350","AB","15.6","0",NA,"32.9","0","1.9","0","",,NA,"25.8","1",NA,"","8","",,NA,"81.8","10.0","3031480"
"CLARESHOLM","50.004","-113.639","AB","15.7","0",NA,"33.7","0","2.9","0","",,NA,"39.4","0",NA,"","6","",,NA,"85.2","15.7","3031640"
"COP UPPER","51.076","-114.222","AB","16.0","4",NA,"30.5","4","2.6","2","",,NA,"26.2","4",NA,"","3","",,NA,"71.9","19.4","3031875"
"ENCHANT AGDM","50.183","-112.433","AB","16.7","9",NA,"29.1","9","5.1","0","",,NA,"11.2","9",NA,"","3","",,NA,"36.7","9.7","3032422"
"ETZIKOM AGCM","49.553","-111.054","AB","16.5","5",NA,"33.3","5","3.3","2","",,NA,"42.9","6",NA,"","7","",,NA,"54.2","15.5","3032450"
"FINCASTLE AGDM","49.800","-112.033","AB","17.3","1",NA,"34.3","1","3.7","0","",,NA,"62.8","1",NA,"","8","",,NA,"44.2","24.6","3032550"
"FOREMOST AGDM","49.483","-111.486","AB","16.0","5",NA,"32.5","3","3.6","4","",,NA,"58.3","6",NA,"","5","",,NA,"61.7","11.4","3032642"
"FORT MACLEOD AGCM","49.786","-113.379","AB","15.9","1",NA,"33.0","1","3.9","0","",,NA,"37.5","1",NA,"","6","",,NA,"74.6","12.8","3032683"
"GLEICHEN AGCM","50.934","-112.941","AB","15.8","0",NA,"30.2","0","1.9","0","",,NA,"44.5","0",NA,"","6","",,NA,"76.3","9.8","3032801"
"GRASSY LAKE","49.874","-111.733","AB","17.5","3",NA,"34.6","3","4.2","1","",,NA,"57.6","4",NA,"","7","",,NA,"38.6","24.2","3032927"
"IRON SPRINGS AGDM","49.900","-112.733","AB","16.5","8",NA,"28.0","7","5.2","1","",,NA,"56.7","8",NA,"","7","",,NA,"39.7","6.7","3033498"
"IRVINE AGCM","49.989","-110.261","AB","17.4","3",NA,"32.4","3","4.7","0","",,NA,"53.5","4",NA,"","7","",,NA,"41.1","24.4","3033550"
"LETHBRIDGE","49.630","-112.799","AB","16.4","7",NA,"33.1","7","1.4","7","",,NA,"12.8","7",NA,"","6","",,NA,"50.7","13.0","3033875"
"LETHBRIDGE CDA","49.695","-112.768","AB","",,NA,"",,"",,"",,NA,"20.0","1",NA,"0.0","7","",,NA,"","","3033890"
"LETHBRIDGE DEMO FARM AGDM","49.683","-112.750","AB","16.9","7",NA,"33.2","7","4.1","0","",,NA,"18.9","7",NA,"","6","",,NA,"42.7","16.6","3033897"
"MEDICINE HAT","50.019","-110.721","AB","17.8","3",NA,"32.6","3","4.2","3","",,NA,"42.7","3",NA,"","8","",,NA,"33.8","29.0","3034479"
"MEDICINE HAT RCS","50.025","-110.717","AB","17.7","0",NA,"32.8","0","3.6","0","",,NA,"51.4","0",NA,"","9","",,NA,"38.6","30.1","3034485"
"MOSSLEIGH AGCM","50.673","-113.349","AB","15.0","5",NA,"31.0","4","1.5","2","",,NA,"31.3","5",NA,"","4","",,NA,"82.9","6.7","3034577"
"NIER AGDM","51.369","-114.099","AB","13.7","2",NA,"28.2","2","-0.8","1","",,NA,"28.3","2",NA,"","7","",,NA,"124.3","4.1","3034795"
"PINCHER CREEK","49.521","-113.997","AB","14.2","0",NA,"30.1","0","2.4","0","",,NA,"23.9","0",NA,"","6","",,NA,"119.7","6.5","3035198"
"PINCHER CREEK CLIMATE","49.522","-114.005","AB","14.2","0",NA,"30.1","0","2.3","0","",,NA,"23.7","0",NA,"","5","",,NA,"121.7","6.2","3035208"
"QUEENSTOWN","50.606","-112.983","AB","15.7","0","0.8","30.5","0","1.0","0","0.0","0",NA,"39.8","0","52.0","0.0","6","","",NA,"78.9","10.0","3035340"
"QUEENSTOWN","50.598","-112.803","AB","16.1","1",NA,"31.2","1","4.4","0","",,NA,"46.0","1",NA,"","6","",,NA,"66.3","12.6","3035342"
"RAYMOND AGDM","49.483","-112.683","AB","15.5","8",NA,"29.5","8","1.5","0","",,NA,"26.3","9",NA,"","8","",,NA,"60.9","6.6","3035422"
"ROLLING HILLS AGCM","50.265","-111.701","AB","17.0","1",NA,"33.1","1","3.3","0","",,NA,"48.5","1",NA,"","6","",,NA,"46.9","17.5","3035530"
"ROSEMARY AGDM","50.833","-112.050","AB","15.9","4",NA,"30.0","3","1.5","1","",,NA,"33.4","5",NA,"","5","",,NA,"61.7","8.2","3035650"
"SEVEN PERSONS AGDM","49.917","-110.917","AB","16.9","0",NA,"33.0","0","4.6","0","",,NA,"39.1","0",NA,"","9","",,NA,"54.3","22.6","3035845"
"STANDARD AGCM","51.228","-112.982","AB","16.0","1",NA,"29.1","1","1.5","0","",,NA,"83.4","1",NA,"","10","",,NA,"69.6","12.4","3036086"
"STAVELY AAFC","50.183","-113.883","AB","14.6","0",NA,"30.1","0","2.7","0","",,NA,"50.7","0",NA,"","8","",,NA,"110.4","9.8","3036099"
"STRATHMORE AGDM","51.033","-113.283","AB","15.7","0",NA,"29.4","0","2.2","0","",,NA,"57.5","1",NA,"","7","",,NA,"79.8","11.2","3036205"
"TABER","49.792","-112.124","AB","18.1","12",NA,"34.0","8","4.0","7","0.0","8",NA,"81.8","8",NA,"0.0","7","","",NA,"16.5","18.1","3036360"
"TRAVERS AGCM","50.304","-112.863","AB","16.6","6",NA,"28.7","5","3.6","2","",,NA,"8.7","7",NA,"","4","",,NA,"47.1","12.5","3036500"
"VAUXHALL CDA CS","50.050","-112.133","AB","17.3","0",NA,"33.8","0","4.4","0","",,NA,"15.7","3",NA,"","2","",,NA,"44.9","23.2","3036682"
"WILDCAT HILLS","51.269","-114.721","AB","12.8","1",NA,"29.0","1","-3.5","1","0.0","1",NA,"22.4","1",NA,"0.0","6","","",NA,"151.6","2.0","3037550"
"WRENTHAM AGDM","49.500","-112.117","AB","16.3","11",NA,"32.9","10","2.2","3","",,NA,"22.6","12",NA,"","5","",,NA,"45.7","14.3","3037675"
"OKOTOKS","50.729","-113.961","AB","16.2","0","2.5","33.0","0","2.0","0","0.0","0",NA,"59.8","0","48.0","0.0","8","","",NA,"73.2","18.7","303M9JM"
"PICTURE BUTTE WEST","49.871","-112.788","AB","17.0","2",NA,"34.0","1","2.0","1","0.0","1",NA,"31.6","1",NA,"0.0","7","","",NA,"48.4","20.4","303N1G3"
"DEL BONITA AGDM","49.050","-112.817","AB","13.5","6",NA,"30.4","4","0.7","4","",,NA,"28.8","6",NA,"","6","",,NA,"114.2","5.0","3042045"
"MANYBERRIES AGCM","49.364","-110.678","AB","15.8","9",NA,"32.6","6","1.3","5","",,NA,"27.3","10",NA,"","6","",,NA,"57.9","10.9","3044203"
"MASINASIN AGDM","49.137","-111.652","AB","17.0","7",NA,"33.9","7","4.2","0","",,NA,"34.9","7",NA,"","7","",,NA,"44.9","20.8","3044232"
"MILK RIVER","49.133","-112.050","AB","15.7","0",NA,"32.3","0","2.7","0","",,NA,"34.7","0",NA,"","9","",,NA,"83.4","13.3","3044533"
"ONEFOUR CDA","49.117","-110.467","AB","16.7","0",NA,"33.2","0","2.9","0","",,NA,"50.7","0",NA,"","9","",,NA,"56.9","17.8","3044923"
"PAKOWKI LAKE AGCM","49.225","-111.126","AB","16.2","4",NA,"31.5","4","3.4","1","",,NA,"47.4","5",NA,"","10","",,NA,"59.4","12.0","3045000"
"BANFF CS","51.193","-115.552","AB","12.1","0",NA,"28.8","0","0.1","0","",,NA,"41.0","0",NA,"","11","",,NA,"179.0","1.4","3050519"
"BEAVER MINES","49.468","-114.175","AB","13.7","0",NA,"30.2","0","1.3","0","",,NA,"25.6","0",NA,"","8","",,NA,"133.1","4.4","3050602"
"BOW VALLEY","51.083","-115.067","AB","13.3","0",NA,"30.4","0","2.1","0","",,NA,"36.8","0",NA,"","5","",,NA,"143.4","3.8","3050778"
"CROWSNEST","49.628","-114.482","AB","12.4","0",NA,"29.9","0","-1.7","0","",,NA,"6.8","1",NA,"","1","",,NA,"169.7","1.0","3051R4R"
"JASPER WARDEN","52.926","-118.030","AB","13.4","0",NA,"30.6","0","-1.6","0","",,NA,"28.3","0",NA,"","7","",,NA,"140.1","2.0","3053536"
"KANANASKIS","51.028","-115.035","AB","12.5","0","1.1","29.0","0","-2.0","0","0.0","0","0.0","43.0","0","36.0","0.0","5","","",NA,"166.8","1.8","3053600"
"KANANASKIS POCATERRA","50.713","-115.120","AB","10.1","26","0.7","24.0","20","-2.0","19","0.0","20",NA,"1.8","20",NA,"","1","","",NA,"31.5","0.0","3053604"
"NORDEGG CS","52.492","-116.040","AB","12.3","0",NA,"29.4","0","-2.3","0","",,NA,"55.9","0",NA,"","10","",,NA,"171.4","0.3","3054843"
"PEKISKO","50.368","-114.416","AB","12.1","2",NA,"28.8","2","-1.1","0","",,NA,"46.0","2",NA,"","5","",,NA,"165.9","1.1","3055119"
"WATERTON PARK GATE","49.131","-113.809","AB","14.2","0",NA,"30.5","0","3.2","0","",,NA,"22.1","0",NA,"","7","",,NA,"120.0","6.0","3056214"
"NAKISKA RIDGETOP","50.943","-115.190","AB","6.5","4",NA,"19.4","1","-4.8","3","",,NA,"",,NA,"","","",,NA,"297.8","0.0","305MGFF"
"ATHABASCA AGCM","54.635","-113.382","AB","16.1","0",NA,"28.4","0","5.2","0","",,NA,"114.0","0",NA,"","10","",,NA,"68.1","10.1","3060330"
"ATMORE AGDM","54.782","-112.825","AB","14.4","1",NA,"27.6","1","1.2","0","",,NA,"62.9","1",NA,"","12","",,NA,"106.5","1.7","3060406"
"BARRHEAD CS","54.095","-114.448","AB","16.0","0",NA,"30.5","0","3.2","0","",,NA,"76.7","0",NA,"","10","",,NA,"70.0","11.2","3060535"
"BRULE BLACK CAT","53.350","-117.867","AB","14.2","2","2.2","30.5","1","0.0","1","0.0","1",NA,"61.6","1",NA,"0.0","14","","",NA,"111.0","4.0","3060903"
"CAMPSIE AUTO","54.131","-114.678","AB","15.0","0",NA,"28.8","0","2.3","0","",,NA,"71.9","0",NA,"","9","",,NA,"93.5","3.4","3061201"
"DAPP AGDM","54.317","-113.950","AB","14.8","2",NA,"27.0","2","1.6","0","",,NA,"121.4","2",NA,"","11","",,NA,"93.2","2.4","3061975"
"EDSON","53.579","-116.465","AB","13.7","5",NA,"30.4","5","1.5","5","",,NA,"107.3","5",NA,"","15","",,NA,"108.2","1.9","3062239"
"EDSON CLIMATE","53.580","-116.453","AB","14.4","1",NA,"30.6","1","2.3","0","",,NA,"100.5","1",NA,"","14","",,NA,"108.7","2.9","3062246"
"ENTWISTLE","53.600","-114.983","AB","15.1","8","0.8","30.5","8","4.5","8","0.0","8",NA,"61.6","8",NA,"","11","","",NA,"68.7","5.3","3062451"
"EVANSBURG2 AGCM","53.614","-115.062","AB","14.2","0",NA,"30.0","0","0.7","0","",,NA,"61.1","0",NA,"","10","",,NA,"114.7","1.6","3062476"
"FORT ASSINIBOINE AGCM","54.410","-114.769","AB","15.2","1",NA,"28.6","1","5.6","1","",,NA,"110.3","2",NA,"","10","",,NA,"86.5","5.2","3062660"
"FORT MCMURRAY CS","56.651","-111.213","AB","16.7","0",NA,"30.1","0","3.7","0","",,NA,"59.0","17",NA,"","5","",,NA,"57.9","18.2","3062696"
"FORT MCMURRAY A","56.653","-111.223","AB","16.7","3",NA,"30.1","3","4.0","3","",,NA,"78.6","3",NA,"","9","",,NA,"51.8","15.5","3062697"
"HENDRICKSON CREEK","53.795","-118.447","AB","10.2","5",NA,"25.8","4","-2.7","1","",,NA,"57.8","5",NA,"","10","",,NA,"195.9","0.0","3063135"
"HIGH PRAIRIE AGDM","55.396","-116.479","AB","15.1","0",NA,"27.7","0","-9.2","0","",,NA,"101.4","1",NA,"","11","",,NA,"89.0","2.3","3063165"
"ISLAND LAKE SOUTH","54.821","-113.543","AB","15.5","0",NA,"28.0","0","6.0","0","",,NA,"143.3","0",NA,"","10","",,NA,"83.6","7.5","3063600"
"LAC LA BICHE CLIMATE","54.769","-112.024","AB","16.1","0",NA,"27.6","0","3.8","0","",,NA,"48.9","0",NA,"","10","",,NA,"66.8","11.0","3063686"
"MILDRED LAKE","57.041","-111.559","AB","17.5","0",NA,"29.9","0","7.3","0","",,NA,"85.7","0",NA,"","12","",,NA,"46.3","31.6","3064528"
"RICH LAKE AGDM","54.500","-111.700","AB","14.5","0",NA,"27.1","0","0.3","0","",,NA,"47.3","0",NA,"","10","",,NA,"107.2","2.5","3065475"
"SLAVE LAKE","55.293","-114.777","AB","16.1","11",NA,"28.7","11","5.7","10","",,NA,"73.3","11",NA,"","10","",,NA,"41.9","5.5","3065995"
"SLAVE LAKE RCS","55.293","-114.777","AB","15.4","0",NA,"28.8","0","4.8","0","",,NA,"122.1","0",NA,"","11","",,NA,"83.2","5.0","3065997"
"TAWATINAW AGCM","54.300","-113.520","AB","15.9","2",NA,"27.8","2","3.8","0","",,NA,"56.2","5",NA,"","9","",,NA,"67.1","7.5","3066367"
"WHITECOURT A","54.144","-115.787","AB","14.3","15",NA,"28.9","1","4.8","15","",,NA,"",,NA,"","","",,NA,"59.3","3.2","3067373"
"WILLOW CREEK 1","53.386","-118.348","AB","10.6","2",NA,"27.7","1","-3.6","1","",,NA,"37.5","2",NA,"","6","",,NA,"207.2","0.0","306GE70"
"BEAVERLODGE RCS","55.197","-119.396","AB","14.2","0",NA,"27.5","0","4.2","0","",,NA,"122.3","0",NA,"","9","",,NA,"113.7","0.9","3070600"
"BROWNVALE AGCM","56.118","-117.886","AB","14.9","3",NA,"27.2","3","4.8","0","",,NA,"87.8","4",NA,"","9","",,NA,"85.1","1.8","3070800"
"EAGLESHAM AGCM","55.808","-117.887","AB","15.8","0",NA,"28.0","0","7.5","0","",,NA,"94.1","1",NA,"","9","",,NA,"70.1","4.9","3072151"
"EGG ISLAND","58.981","-110.439","AB","13.5","13",NA,"26.1","12","4.5","4","",,NA,"",,NA,"","","",,NA,"80.4","4.7","3072246"
"FAIRVIEW AGDM","56.081","-118.439","AB","13.4","9",NA,"24.7","9","4.1","4","",,NA,"73.7","10",NA,"","5","",,NA,"96.9","0.0","3072525"
"FORT CHIPEWYAN","58.767","-111.117","AB","16.1","0",NA,"30.7","0","0.7","0","",,NA,"0.0","0",NA,"","0","",,NA,"73.7","16.1","3072655"
"FORT CHIPEWYAN RCS","58.767","-111.117","AB","16.1","0",NA,"31.2","0","0.5","0","",,NA,"50.4","0",NA,"","10","",,NA,"74.3","15.9","3072659"
"GRANDE PRAIRIE A","55.180","-118.885","AB","15.1","0",NA,"28.1","0","4.7","0","0.0","1",NA,"163.4","2",NA,"","8","",,NA,"92.4","4.6","3072921"
"HAWK HILLS AGCM","57.265","-117.298","AB","15.9","0",NA,"29.9","0","5.0","0","",,NA,"70.6","1",NA,"","10","",,NA,"72.8","8.7","3073071"
"HIGH LEVEL","58.622","-117.165","AB","16.2","4",NA,"28.8","4","3.8","4","",,NA,"61.4","4",NA,"","10","",,NA,"60.8","14.8","3073140"
"HIGH LEVEL A","58.621","-117.165","AB","16.2","0","1.9","29.0","0","3.0","0","0.0","0","0.0","108.4","0","211.0","0.0","13","","",NA,"75.5","21.7","3073146"
"JEAN COTE AGCM","55.913","-117.120","AB","15.4","0",NA,"28.0","0","6.1","0","",,NA,"116.3","1",NA,"","11","",,NA,"85.7","7.6","3073535"
"LA CRETE AGCM","58.172","-116.343","AB","17.1","0",NA,"30.2","0","6.1","0","",,NA,"45.3","1",NA,"","11","",,NA,"52.1","24.4","3073730"
"LA GLACE AGCM","55.422","-119.255","AB","13.3","27",NA,"24.7","14","5.7","23","",,NA,"0.0","29",NA,"","0","",,NA,"14.2","0.0","3073740"
"MANNING","56.951","-117.644","AB","15.8","20","1.4","29.0","20","6.0","20","0.0","20",NA,"46.4","20",NA,"","5","","",NA,"25.9","4.0","3074182"
"MANNING AGDM","56.974","-117.451","AB","15.4","12",NA,"28.6","9","3.9","8","",,NA,"",,NA,"","","",,NA,"51.8","4.2","3074190"
"CLEARDALE AGDM","56.314","-119.745","AB","14.6","1",NA,"27.2","1","3.0","0","",,NA,"153.2","2",NA,"","11","",,NA,"99.9","1.3","3074935"
"PEACE RIVER A","56.227","-117.448","AB","15.6","0",NA,"27.9","0","6.0","0","0.0","0",NA,"87.8","1",NA,"","11","",,NA,"76.0","5.0","3075041"
"PEORIA AGDM","55.621","-118.293","AB","14.4","5",NA,"27.5","4","4.7","1","",,NA,"81.8","7",NA,"","4","",,NA,"89.5","0.1","3075160"
"RED EARTH","56.552","-115.278","AB","15.4","1",NA,"28.7","1","3.0","0","",,NA,"72.5","1",NA,"","11","",,NA,"83.4","9.0","3075488"
"RYCROFT AGCM","55.777","-118.668","AB","14.9","7",NA,"28.3","7","5.3","1","",,NA,"69.5","9",NA,"","7","",,NA,"72.2","2.0","3075601"
"SAVANNA AGCM","56.076","-119.345","AB","15.3","7",NA,"27.9","7","5.1","0","",,NA,"41.5","8",NA,"","6","",,NA,"66.2","3.3","3075770"
"SIMONETTE","54.425","-117.741","AB","14.9","11","2.3","27.0","7","4.0","7","0.0","7",NA,"73.4","7",NA,"0.0","9","","",NA,"59.5","1.5","3075937"
"SPIRIT RIVER AUTO STATION","55.695","-119.230","AB","13.9","5",NA,"25.9","4","4.2","1","",,NA,"125.4","5",NA,"","11","",,NA,"106.4","3.3","3076069"
"TEEPEE CREEK AGCM","55.352","-118.408","AB","13.8","10",NA,"28.0","8","5.1","4","",,NA,"129.6","11",NA,"","10","",,NA,"85.0","0.0","3076366"
"VALLEYVIEW AGDM","55.098","-117.199","AB","14.5","5",NA,"26.9","4","5.1","3","",,NA,"136.5","7",NA,"","13","",,NA,"88.7","1.2","3076680"
"GARDEN RIVER","58.711","-113.866","AB","16.7","0",NA,"32.0","0","0.6","0","",,NA,"91.0","0",NA,"","13","",,NA,"58.7","19.3","307KPFP"
"COLD LAKE A","54.417","-110.283","AB","16.8","0","1.8","28.5","0","5.1","0","0.0","0",NA,"51.7","0","71.0","","14","",,NA,"54.0","17.0","3081680"
"DUPRE AGCM","54.367","-110.868","AB","15.9","0",NA,"28.1","0","2.3","0","",,NA,"49.6","0",NA,"","10","",,NA,"69.5","7.0","3081690"
"BRATT'S LAKE CLIMATE","50.201","-104.710","SK","17.0","0",NA,"32.3","0","5.0","0","",,NA,"71.0","0",NA,"","11","",,NA,"43.5","14.6","4010811"
"BROADVIEW","50.368","-102.571","SK","16.6","1","1.3","30.2","1","5.7","0","",,NA,"91.2","1",NA,"","11","",,NA,"50.4","9.8","4010879"
"BUFFALO POUND LAKE","50.550","-105.383","SK","17.9","0",NA,"31.0","0","7.0","0","0.0","0",NA,"56.4","0",NA,"0.0","8","","",NA,"27.5","25.5","4010984"
"CUPAR","50.850","-104.267","SK","17.3","2","1.5","30.0","1","1.0","1","0.0","1",NA,"54.8","1",NA,"0.0","10","","",NA,"34.4","15.0","4011980"
"DUVAL","51.183","-104.867","SK","17.6","17","1.4","29.0","17","6.0","17","0.0","17",NA,"12.4","17",NA,"","2","","",NA,"14.2","9.5","4012300"
"ESTEVAN A","49.210","-102.966","SK","17.7","2",NA,"32.5","0","5.0","2","0.0","6",NA,"127.4","3",NA,"","13","",,NA,"29.0","21.5","4012401"
