"Environment Canada"
"Monthly Values for June - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"OAKVILLE TWN","43.513","-79.690","ON","20.1","0",NA,"34.0","0","7.0","0","0.0","0",NA,"50.8","0",NA,"0.0","8","","",NA,"21.5","84.0","6155750"
"OSHAWA","43.923","-78.883","ON","18.1","3",NA,"32.2","3","4.1","3","",,NA,"32.6","3",NA,"","4","",,NA,"37.4","39.3","6155875"
"OSHAWA WPCP","43.867","-78.833","ON","18.5","2","0.9","31.5","2","7.0","2","0.0","2",NA,"31.2","2",NA,"","6","","",NA,"28.7","42.4","6155878"
"POINT PETRE (AUT)","43.833","-77.150","ON","16.3","0",NA,"28.0","0","5.9","0","",,NA,"42.6","0",NA,"","7","",,NA,"68.7","17.1","6156559"
"MONO CENTRE","44.032","-80.024","ON","17.0","0",NA,"30.7","0","4.5","0","",,NA,"30.6","0",NA,"","6","",,NA,"61.1","31.4","6157000"
"STIRLING","44.293","-77.555","ON","",,NA,"",,"",,"0.0","3",NA,"52.6","3",NA,"0.0","9","","",NA,"","","6158052"
"TORONTO CITY","43.667","-79.400","ON","20.0","1",NA,"33.2","0","8.0","1","",,NA,"35.7","1",NA,"","5","",,NA,"21.0","79.8","6158355"
"TORONTO CITY CENTRE","43.628","-79.396","ON","18.5","0",NA,"32.3","0","8.2","0","",,NA,"43.7","0",NA,"","5","",,NA,"28.2","44.6","6158359"
"TORONTO BUTTONVILLE A","43.861","-79.369","ON","19.0","0",NA,"33.5","0","6.9","0","0.0","0",NA,"45.3","1",NA,"","4","",,NA,"31.5","61.8","6158410"
"TORONTO INTL A","43.677","-79.631","ON","20.0","0",NA,"34.6","0","7.4","0","0.0","0",NA,"26.4","0",NA,"","5","",,NA,"24.2","83.7","6158731"
"TRENTON A","44.117","-77.533","ON","18.4","0","0.4","31.3","0","6.1","0","0.0","0",NA,"48.6","0","62.0","","8","",,NA,"31.3","42.1","6158875"
"UXBRIDGE WEST","44.098","-79.164","ON","16.9","0",NA,"32.0","0","3.2","0","",,NA,"38.6","0",NA,"","5","",,NA,"65.9","32.1","6159123"
"MOUNTAINVIEW","44.052","-77.302","ON","18.9","0","0.4","32.0","0","6.5","0","0.0","0",NA,"44.2","0","58.0","0.0","9","","",NA,"25.1","52.0","615EMR7"
"TORONTO NORTH YORK","43.780","-79.468","ON","19.3","0",NA,"34.5","0","5.0","0","0.0","0",NA,"40.2","0",NA,"0.0","5","","",NA,"28.4","68.5","615S001"
"COE HILL","44.923","-77.885","ON","17.0","3",NA,"30.5","3","2.0","3","0.0","3",NA,"85.0","3",NA,"0.0","8","","",NA,"48.7","22.1","6161740"
"HALIBURTON 3","45.032","-78.531","ON","16.6","1","0.1","31.5","1","-0.5","1","0.0","1",NA,"60.4","1",NA,"0.0","6","","",NA,"63.0","21.8","6163171"
"PETERBOROUGH","44.230","-78.363","ON","16.7","4",NA,"31.5","4","1.7","4","",,NA,"31.5","4",NA,"","5","",,NA,"55.3","21.3","6166415"
"PETERBOROUGH TRENT U","44.350","-78.300","ON","17.5","2",NA,"32.8","2","2.2","1","",,NA,"56.2","2",NA,"","8","",,NA,"48.2","32.8","6166456"
"SONYA SUNDANCE MEADOWS","44.217","-78.950","ON","",,NA,"",,"",,"0.0","0",NA,"47.8","0",NA,"0.0","7","","",NA,"","","6168100"
"TAPLEY","44.171","-78.501","ON","",,NA,"",,"",,"0.0","0",NA,"50.0","0",NA,"0.0","8","","",NA,"","","6168525"
"BANCROFT AUTO","45.071","-77.879","ON","15.7","0",NA,"31.4","0","-0.5","0","",,NA,"35.1","0",NA,"","6","",,NA,"85.2","15.9","616I001"
"BEAUPORT","46.837","-71.197","QC","",,NA,"",,"",,"",,NA,"104.7","0",NA,"","13","",,NA,"","","7010565"
"COTEAU DU LAC","45.317","-74.167","QC","18.7","1",NA,"33.0","1","6.0","1","0.0","0",NA,"70.5","1",NA,"0.0","11","","",NA,"36.3","56.7","7011947"
"DESCHAMBAULT","46.667","-71.917","QC","17.1","22","0.2","29.0","19","7.0","15","0.0","0",NA,"51.9","17",NA,"0.0","3","","",NA,"13.5","6.5","7011982"
"DESCHAMBAULT","46.691","-71.972","QC","16.6","0",NA,"31.5","0","2.5","0","",,NA,"",,NA,"","","",,NA,"64.6","21.8","7011983"
"HEROUXVILLE","46.667","-72.600","QC","15.0","14",NA,"30.5","11","1.0","10","0.0","0",NA,"120.4","2",NA,"","11","","",NA,"55.0","7.1","7013100"
"L'ASSOMPTION","45.809","-73.435","QC","18.5","0",NA,"33.4","0","7.6","0","",,NA,"74.9","0",NA,"","8","",,NA,"36.2","52.3","7014160"
"LES CEDRES","45.300","-74.050","QC","18.0","11",NA,"32.5","7","7.0","6","0.0","0",NA,"66.8","6",NA,"0.0","7","","",NA,"27.9","28.2","7014290"
"LOUISEVILLE","46.267","-73.017","QC","17.5","13","0.0","30.0","11","8.5","11","0.0","0",NA,"97.4","9",NA,"0.0","10","","",NA,"24.0","16.1","7014332"
"OKA","45.500","-74.067","QC","18.3","11","0.4","31.0","10","7.0","4","0.0","0",NA,"66.4","5",NA,"0.0","9","","",NA,"24.5","29.5","7015730"
"L'ETAPE","47.562","-71.229","QC","11.1","0",NA,"27.2","0","-1.2","0","",,NA,"143.1","0",NA,"","14","",,NA,"207.7","2.1","7015791"
"RIGAUD","45.500","-74.367","QC","18.2","4","0.1","32.5","1","6.0","4","0.0","0",NA,"83.2","1",NA,"0.0","8","","",NA,"32.6","38.1","7016470"
"RIVIERE VERTE OUEST","46.983","-71.833","QC","16.2","4","0.7","30.0","3","4.0","2","0.0","0",NA,"121.6","3",NA,"0.0","8","","",NA,"60.5","13.9","7016675"
"ST ALBAN","46.717","-72.083","QC","16.7","10","-0.1","31.0","7","4.0","5","0.0","0",NA,"111.6","5",NA,"0.0","10","","",NA,"45.0","18.7","7016800"
"ST ALEXIS DES MONTS","46.533","-73.150","QC","17.3","21","1.0","31.0","11","3.0","15","0.0","0",NA,"93.2","2",NA,"0.0","9","","",NA,"16.2","10.0","7016816"
"STE ANNE DE LA PERADE","46.583","-72.233","QC","17.3","5","0.4","32.0","4","6.5","4","0.0","0",NA,"116.8","4",NA,"0.0","11","","",NA,"44.2","27.2","7016840"
"STE BEATRIX","46.200","-73.600","QC","16.4","20","0.0","32.0","14","5.0","15","0.0","0",NA,"95.2","10",NA,"","7","","",NA,"21.1","5.4","7016902"
"ST CHARLES DE MANDEVILLE","46.350","-73.350","QC","17.2","7","0.4","32.0","7","5.5","7","0.0","0",NA,"97.0","6",NA,"0.0","9","","",NA,"39.0","21.5","7016960"
"STE CHRISTINE","46.817","-71.917","QC","17.7","13",NA,"30.5","7","5.0","8","0.0","0",NA,"128.4","2",NA,"0.0","11","","",NA,"22.6","17.8","7017000"
"ST COME","46.283","-73.750","QC","16.1","5","0.7","32.0","5","3.0","3","0.0","0",NA,"80.3","5",NA,"0.0","8","","",NA,"61.1","12.4","7017080"
"ST JACQUES","45.950","-73.583","QC","18.4","2",NA,"33.5","1","7.0","1","0.0","0",NA,"65.2","1",NA,"0.0","12","","",NA,"37.0","47.8","7017380"
"ST NARCISSE","46.533","-72.433","QC","17.4","1","0.4","31.2","0","6.0","1","0.0","0",NA,"124.6","0","118.0","0.0","13","","",NA,"46.3","29.8","7017585"
"SHAWINIGAN","46.563","-72.733","QC","17.2","0",NA,"31.7","0","5.3","0","",,NA,"166.6","0",NA,"","13","",,NA,"58.9","34.9","7018001"
"TROIS-RIVIERES","46.354","-72.516","QC","18.1","0",NA,"29.8","0","7.1","0","",,NA,"105.5","0",NA,"","14","",,NA,"40.2","43.2","7018562"
"TROIS-RIVIERES","46.367","-72.683","QC","17.2","0",NA,"31.9","0","4.9","0","",,NA,"111.6","0",NA,"","15","",,NA,"56.8","31.4","7018563"
"VALCARTIER A","46.900","-71.503","QC","15.6","1",NA,"30.4","1","1.5","0","",,NA,"98.0","0",NA,"","15","",,NA,"87.8","16.8","7018573"
"LAC AUX SABLES","46.867","-72.400","QC","16.0","11","-0.4","31.0","8","4.0","8","0.0","0",NA,"82.9","5",NA,"0.0","10","","",NA,"48.4","10.3","701LEEH"
"LAC SAINT-PIERRE","46.183","-72.917","QC","18.8","0",NA,"29.9","0","7.8","0","",,NA,"",,NA,"","","",,NA,"33.7","56.4","701LP0N"
"STE-FOY (U. LAVAL)","46.780","-71.288","QC","17.1","0",NA,"31.4","0","6.0","0","",,NA,"103.7","0",NA,"","14","",,NA,"60.9","34.2","701Q004"
"LEMIEUX","46.304","-72.061","QC","16.7","1",NA,"31.6","1","4.1","0","",,NA,"186.6","1",NA,"","16","",,NA,"65.3","28.9","701Q009"
"QUEBEC/JEAN LESAGE INTL","46.804","-71.382","QC","16.5","0",NA,"30.6","0","5.7","0","",,NA,"100.8","1",NA,"","11","",,NA,"68.8","24.5","701S001"
"ARTHABASKA","46.017","-71.950","QC","17.3","0","0.3","31.0","0","5.0","0","0.0","0",NA,"123.4","0","103.0","0.0","12","","",NA,"57.2","37.0","7020305"
"BEAUSEJOUR","46.667","-71.167","QC","17.3","2","0.9","32.0","1","4.5","1","0.0","0",NA,"130.7","0","107.0","0.0","13","","",NA,"52.5","34.0","7020567"
"BONSECOURS","45.400","-72.267","QC","16.2","8","0.3","30.0","4","4.0","6","0.0","0",NA,"62.9","3",NA,"0.0","9","","",NA,"64.8","24.6","7020828"
"BROMPTONVILLE","45.483","-71.950","QC","17.0","2","-0.1","30.0","2","5.0","2","0.0","0",NA,"64.2","11",NA,"0.0","10","","",NA,"61.8","34.3","7020860"
"COATICOOK","45.150","-71.800","QC","16.7","0","-0.3","29.6","0","4.5","0","0.0","0",NA,"110.0","0","88.0","0.0","10","","",NA,"69.8","30.5","7021840"
"DANVILLE","45.817","-71.983","QC","18.5","7",NA,"31.5","4","6.0","3","0.0","0",NA,"72.4","1",NA,"0.0","11","","",NA,"24.5","36.4","7021954"
"DRUMMONDVILLE","45.883","-72.483","QC","19.0","3","0.6","32.0","3","7.0","1","0.0","0",NA,"89.4","1",NA,"0.0","10","","",NA,"32.7","58.7","7022160"
"FORTIERVILLE","46.483","-72.050","QC","17.4","2","0.6","31.0","1","5.3","2","0.0","0",NA,"136.9","1",NA,"0.0","10","","",NA,"48.4","31.4","7022494"
"FRELIGHSBURG","45.033","-72.850","QC","17.4","2",NA,"30.3","2","6.2","0","",,NA,"78.3","2",NA,"","10","",,NA,"51.7","35.6","7022579"
"GEORGEVILLE","45.133","-72.233","QC","17.5","11","1.0","30.0","9","6.0","9","0.0","0",NA,"94.2","3",NA,"0.0","9","","",NA,"25.6","16.2","7022720"
"GRANBY","45.383","-72.717","QC","18.7","6","0.9","31.5","3","5.5","4","0.0","0",NA,"76.1","0","66.0","0.0","10","","",NA,"27.4","44.9","7022800"
"HEMMINGFORD FOUR WINDS","45.067","-73.717","QC","18.4","2","0.2","33.0","1","5.5","1","0.0","0",NA,"94.8","3",NA,"0.0","6","","",NA,"33.9","45.0","7023075"
"IBERVILLE","45.333","-73.250","QC","",,"","34.0","23","",,"0.0","0",NA,"18.6","9",NA,"0.0","5","","",NA,"","","7023270"
"VARENNES","45.723","-73.377","QC","18.4","0",NA,"32.5","0","7.6","0","",,NA,"",,NA,"","","",,NA,"37.5","48.4","702327X"
"LAC MEGANTIC 2","45.600","-70.867","QC","12.4","23","-3.1","28.0","20","4.0","15","0.0","0",NA,"83.0","12",NA,"0.0","9","","",NA,"39.2","0.0","7023677"
"LAPRAIRIE","45.383","-73.433","QC","17.6","21",NA,"35.0","17","8.0","17","0.0","0",NA,"62.8","16",NA,"","4","","",NA,"12.0","8.8","7024100"
"LAURIERVILLE","46.333","-71.667","QC","17.0","13","0.3","30.5","8","4.5","10","0.0","0",NA,"118.2","6",NA,"","10","","",NA,"38.8","21.7","7024250"
"LAUZON","46.817","-71.100","QC","16.9","4","0.4","31.0","4","4.6","2","0.0","0",NA,"135.5","2",NA,"0.0","11","","",NA,"55.9","28.5","7024254"
"LENNOXVILLE","45.369","-71.824","QC","17.1","0",NA,"31.4","0","6.0","0","",,NA,"58.4","0",NA,"","10","",,NA,"58.7","31.1","7024280"
"LINGWICK","45.633","-71.367","QC","16.2","4",NA,"31.0","1","3.0","3","0.0","0",NA,"94.6","1",NA,"0.0","12","","",NA,"72.4","24.4","7024320"
"MAGOG","45.267","-72.117","QC","17.3","3","0.4","31.0","2","5.0","1","0.0","0",NA,"87.2","1",NA,"0.0","11","","",NA,"54.8","34.6","7024440"
"MARIEVILLE","45.400","-73.133","QC","19.3","4","0.7","32.5","3","8.0","4","0.0","0",NA,"58.5","4",NA,"0.0","8","","",NA,"21.4","54.9","7024627"
"MCTAVISH","45.505","-73.579","QC","19.7","0",NA,"32.6","0","7.8","0","",,NA,"99.0","0",NA,"","6","",,NA,"29.2","80.0","7024745"
"MONTREAL INTL A","45.471","-73.741","QC","19.3","0",NA,"32.9","0","7.9","0","0.0","0",NA,"67.2","0",NA,"","10","",,NA,"30.9","69.0","7025251"
"NICOLET","46.200","-72.617","QC","17.8","3","0.2","32.0","1","7.5","2","0.0","0",NA,"134.6","2",NA,"0.0","10","","",NA,"38.5","34.2","7025440"
"NICOLET","46.226","-72.657","QC","17.8","0",NA,"30.9","0","6.4","0","",,NA,"105.6","0",NA,"","13","",,NA,"44.9","37.6","7025442"
"NOTRE DAME DES BOIS","45.400","-71.083","QC","14.7","3","-0.3","28.5","2","3.0","1","0.0","0",NA,"96.6","1",NA,"0.0","12","","",NA,"102.0","13.6","7025670"
"ORMSTOWN","45.117","-74.050","QC","18.2","2","-0.3","32.0","1","6.5","1","0.0","0",NA,"102.2","0","109.0","0.0","8","","",NA,"41.1","46.0","7025745"
"PIERREVILLE","46.083","-72.833","QC","18.5","0","0.4","33.0","0","7.0","0","0.0","0",NA,"78.4","0","85.0","0.0","11","","",NA,"34.8","50.0","7026043"
"RICHMOND","45.633","-72.133","QC","17.3","0",NA,"31.0","0","6.0","0","0.0","0",NA,"76.4","0",NA,"0.0","11","","",NA,"53.8","31.3","7026465"
"RIVIERE DES PRAIRIES","45.700","-73.500","QC","18.9","1","0.2","31.5","1","8.0","0","0.0","0",NA,"125.7","0","135.0","0.0","9","","",NA,"28.6","54.5","7026612"
"SABREVOIS","45.217","-73.200","QC","18.9","1","0.5","33.0","0","8.0","1","0.0","0",NA,"50.8","0","51.0","0.0","7","","",NA,"32.0","57.0","7026734"
"ST ANICET","45.133","-74.350","QC","19.5","1","0.9","34.0","1","8.5","0","0.0","0",NA,"62.9","1",NA,"0.0","7","","",NA,"22.5","66.3","7026836"
"ST BERNARD DE LACOLLE","45.083","-73.383","QC","18.2","5","-0.1","32.4","4","7.2","3","0.0","0",NA,"66.9","3",NA,"0.0","9","","",NA,"36.5","42.3","7026916"
"STE-CLOTHILDE","45.167","-73.679","QC","17.5","1",NA,"32.4","1","6.1","0","",,NA,"88.3","1",NA,"","5","",,NA,"48.5","33.3","7027039"
"ST COME DE LINIERE","46.050","-70.517","QC","15.4","13","-0.2","32.0","10","2.0","7","0.0","0",NA,"82.0","6",NA,"0.0","11","","",NA,"54.4","11.0","7027083"
"ST EPHREM","46.067","-70.967","QC","16.1","5","0.2","30.5","3","3.0","3","0.0","0",NA,"73.4","3",NA,"0.0","6","","",NA,"65.3","18.0","7027200"
"ST FLAVIEN","46.483","-71.567","QC","16.6","0","0.3","29.8","0","4.0","0","0.0","0",NA,"149.8","0","124.0","","13","","",NA,"68.7","27.6","7027259"
"ST GEORGES","46.150","-70.700","QC","17.5","14","1.2","32.0","12","4.0","4","0.0","0",NA,"79.0","0","71.0","0.0","8","","",NA,"26.3","18.3","7027283"
"MONTREAL/ST-HUBERT","45.518","-73.417","QC","18.2","6",NA,"32.7","6","7.8","6","",,NA,"54.8","6",NA,"","3","",,NA,"34.1","38.8","7027329"
"ST HYACINTHE 2","45.567","-72.917","QC","19.0","6","0.4","32.7","5","7.4","4","0.0","0",NA,"89.4","3",NA,"0.0","9","","",NA,"23.5","48.2","7027361"
"SAINT-GERMAIN-DE-GRANTHAM","45.825","-72.537","QC","17.3","1",NA,"31.6","1","5.8","0","",,NA,"80.9","1",NA,"","11","",,NA,"52.6","33.6","7027470"
"ST LUDGER","45.750","-70.683","QC","15.8","4","0.1","31.1","3","3.5","2","0.0","0",NA,"69.6","2",NA,"0.0","10","","",NA,"78.0","21.2","7027516"
"STE MADELEINE","45.617","-73.133","QC","19.6","2","0.9","34.0","2","7.5","1","0.0","0",NA,"80.2","0","83.0","0.0","7","","",NA,"24.8","68.2","7027517"
"ST MALO D AUCKLAND","45.200","-71.500","QC","15.9","3","0.3","30.0","2","4.0","2","0.0","0",NA,"105.3","1",NA,"0.0","12","","",NA,"79.3","22.8","7027520"
"STE MARTINE","45.217","-73.850","QC","19.0","2","0.4","33.5","2","7.5","2","0.0","0",NA,"102.1","2",NA,"","6","","",NA,"32.5","61.7","7027540"
"ST NAZAIRE","45.733","-72.617","QC","18.0","7","0.2","32.0","6","6.0","5","0.0","0",NA,"102.7","4",NA,"0.0","11","","",NA,"34.8","35.7","7027588"
"ST PIERRE DE BROUGHTON","46.250","-71.217","QC","15.9","6","0.5","29.0","4","3.5","5","0.0","0",NA,"139.5","2",NA,"0.0","12","","",NA,"70.8","20.6","7027656"
"ST PROSPER","46.217","-70.500","QC","15.9","7","0.7","31.5","5","2.0","2","0.0","0",NA,"42.8","1",NA,"0.0","9","","",NA,"67.7","19.2","7027660"
"ST SEBASTIEN","45.767","-70.950","QC","16.0","9","0.8","30.0","6","4.0","5","0.0","0",NA,"100.6","3",NA,"0.0","11","","",NA,"57.8","16.1","7027725"
"ST SEVERIN","46.333","-71.050","QC","15.9","8","0.8","30.0","6","3.5","5","0.0","0",NA,"76.0","2",NA,"","11","","",NA,"72.0","26.0","7027733"
"ST THEOPHILE","45.933","-70.483","QC","16.2","20","0.5","30.0","17","2.5","13","0.0","0",NA,"58.6","13",NA,"0.0","7","","",NA,"33.9","15.6","7027750"
"ST WENCESLAS","46.167","-72.333","QC","18.0","19","1.0","30.5","17","7.5","18","0.0","0",NA,"74.9","17",NA,"","6","","",NA,"16.0","16.2","7027783"
"SAWYERVILLE NORD","45.367","-71.533","QC","15.8","22","-0.7","25.1","19","3.9","18","0.0","0",NA,"16.3","22",NA,"","3","","",NA,"22.4","4.8","7027802"
"SCOTT","46.500","-71.083","QC","16.8","2","0.3","31.5","0","5.0","2","0.0","0",NA,"104.1","1",NA,"0.0","14","","",NA,"61.7","28.1","7027840"
"SHERBROOKE","45.439","-71.691","QC","16.1","0",NA,"30.7","0","4.2","0","",,NA,"67.1","0",NA,"","11","",,NA,"76.3","19.2","7028123"
"SOREL","46.033","-73.117","QC","19.5","0","0.8","33.0","0","6.5","0","0.0","0",NA,"146.6","4",NA,"0.0","11","","",NA,"26.6","70.6","7028200"
"SUTTON","45.067","-72.683","QC","17.0","0","-0.1","30.0","0","6.0","0","0.0","0",NA,"94.1","0","82.0","0.0","11","","",NA,"61.1","32.2","7028292"
"THETFORD MINES","46.100","-71.350","QC","16.3","1","0.2","30.0","0","4.0","1","0.0","0",NA,"151.8","2",NA,"0.0","12","","",NA,"77.0","28.0","7028441"
"THETFORD MINES RCS","46.049","-71.266","QC","15.0","1",NA,"29.4","1","2.9","0","",,NA,"117.2","1",NA,"","12","",,NA,"100.2","14.6","7028442"
"VALLEE JONCTION","46.383","-70.933","QC","15.8","13","-0.8","32.0","9","4.5","11","0.0","1",NA,"62.2","9",NA,"0.0","10","","",NA,"44.7","7.9","7028676"
"VERCHERES","45.767","-73.367","QC","19.1","0","0.5","33.5","0","8.0","0","0.0","0",NA,"83.5","2",NA,"0.0","9","","",NA,"30.2","64.4","7028700"
"BEAUCEVILLE","46.205","-70.785","QC","16.0","0",NA,"31.0","0","4.9","0","",,NA,"80.0","0",NA,"","11","",,NA,"81.4","22.7","7028754"
"STE-ANNE-DE-BELLEVUE 1","45.427","-73.929","QC","18.5","0",NA,"32.4","0","7.9","0","",,NA,"52.6","0",NA,"","5","",,NA,"36.6","51.2","702FHL8"
"ST-ANICET 1","45.121","-74.289","QC","18.9","0",NA,"33.6","0","7.2","0","",,NA,"73.0","0",NA,"","6","",,NA,"29.4","57.6","702FQLF"
"ST CAMILLE WOLFE","45.667","-71.733","QC","15.9","7","-0.2","30.5","6","4.5","5","0.0","0",NA,"101.6","4",NA,"0.0","9","","",NA,"71.9","23.9","702FR30"
"L'ACADIE","45.294","-73.349","QC","18.1","3",NA,"32.6","3","8.0","1","",,NA,"57.5","3",NA,"","6","",,NA,"36.3","40.3","702LED4"
"MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","45.468","-73.742","QC","19.2","0",NA,"32.9","0","7.5","0","",,NA,"59.9","0",NA,"","7","",,NA,"31.2","67.6","702S006"
"ANGERS","45.550","-75.550","QC","17.8","7","0.8","33.0","5","5.5","4","0.0","0",NA,"56.0","1",NA,"0.0","9","","",NA,"37.0","32.8","7030170"
"CHARTERIS","45.683","-76.433","QC","16.8","1",NA,"33.0","1","3.5","0","0.0","0",NA,"65.6","0",NA,"0.0","10","","",NA,"64.4","30.0","7031315"
"CHELSEA","45.517","-75.783","QC","17.6","7","-0.6","32.5","7","6.0","5","0.0","0",NA,"52.2","7",NA,"0.0","6","","",NA,"37.4","28.2","7031360"
"CHENEVILLE","45.900","-75.083","QC","17.1","7","0.6","32.0","5","6.0","7","0.0","0",NA,"55.2","7",NA,"0.0","7","","",NA,"51.2","29.6","7031375"
"HIGH FALLS","45.839","-75.648","QC","17.1","0",NA,"31.7","0","6.8","0","",,NA,"60.9","2",NA,"","5","",,NA,"57.1","29.2","7033121"
"LACHUTE","45.650","-74.333","QC","18.4","0","0.5","33.5","0","6.8","0","0.0","0",NA,"99.1","0","86.0","0.0","11","","",NA,"39.5","52.9","7033650"
"LA MACAZA","46.367","-74.767","QC","16.4","10","0.1","32.0","5","4.0","9","0.0","0",NA,"74.0","2",NA,"0.0","8","","",NA,"47.5","15.5","7033939"
"LUSKVILLE","45.533","-76.050","QC","18.2","7","0.5","33.5","7","5.0","5","0.0","0",NA,"46.8","5",NA,"0.0","9","","",NA,"32.3","37.9","7034365"
"MANIWAKI AIRPORT","46.275","-75.992","QC","16.5","0",NA,"31.8","0","2.7","0","",,NA,"26.0","0",NA,"","5","",,NA,"72.7","29.0","7034482"
"NOTRE DAME DE LA PAIX","45.800","-74.983","QC","16.9","22","0.2","32.0","18","4.0","13","0.0","0",NA,"90.4","4",NA,"0.0","6","","",NA,"18.5","9.5","7035666"
"STE ANNE DU LAC","46.850","-75.333","QC","16.4","7","1.0","31.5","7","4.0","6","0.0","0",NA,"79.4","1",NA,"","9","","",NA,"59.4","23.6","7036855"
"ST HIPPOLYTE","45.983","-74.000","QC","17.2","3","0.6","30.5","3","5.0","0","0.0","0",NA,"93.4","0","77.0","0.0","9","","",NA,"49.2","27.0","7037310"
"ST JEROME","45.800","-74.050","QC","18.6","16","1.1","31.5","12","6.0","13","0.0","0",NA,"86.4","15",NA,"0.0","7","","",NA,"20.5","28.8","7037400"
"WRIGHT","46.067","-76.050","QC","16.3","0","-0.5","32.0","0","2.0","0","0.0","0",NA,"44.0","0","47.0","0.0","5","","",NA,"76.0","26.4","7038975"
"ST-JOVITE","46.080","-74.556","QC","15.7","0",NA,"32.5","0","2.2","0","",,NA,"64.1","0",NA,"","13","",,NA,"88.6","19.2","703GDKB"
"BAIE-COMEAU A","49.133","-68.200","QC","13.5","0",NA,"28.6","0","3.0","0","",,NA,"133.9","0",NA,"","14","",,NA,"142.9","6.9","7040442"
"BAIE-COMEAU","49.133","-68.204","QC","11.7","9",NA,"28.4","9","2.6","8","",,NA,"134.3","9",NA,"","12","",,NA,"134.4","1.7","7040444"
"LOURDES DE BLANC SABLON A","51.442","-57.186","QC","7.8","0",NA,"14.8","0","-1.6","0","0.0","0",NA,"106.8","0",NA,"","7","",,NA,"306.8","0.0","7040815"
"CAPE WHITTLE","50.163","-60.062","QC","7.4","6",NA,"12.2","4","-12.9","3","",,NA,"",,NA,"","","",,NA,"253.8","0.0","7041100"
"CAP-ROUGE","48.374","-70.535","QC","16.6","0",NA,"32.0","0","6.7","0","",,NA,"",,NA,"","","",,NA,"71.5","29.6","7041166"
"CHARLEVOIX (MRC)","47.284","-70.638","QC","12.4","0",NA,"26.5","0","0.9","0","",,NA,"228.9","0",NA,"","13","",,NA,"175.0","6.0","7041312"
"CHATEAU RICHER","46.967","-71.033","QC","17.4","0","1.1","31.0","0","8.0","0","0.0","0",NA,"124.0","0","97.0","0.0","10","","",NA,"51.2","34.0","7041330"
"CHEVERY","50.465","-59.639","QC","9.1","0",NA,"18.4","0","-3.3","0","",,NA,"99.3","1",NA,"","7","",,NA,"266.7","0.0","7041382"
"CAP-TOURMENTE","47.079","-70.781","QC","16.8","0",NA,"30.9","0","6.8","0","",,NA,"104.1","0",NA,"","14","",,NA,"66.9","30.8","7041JG6"
"FORET MONTMORENCY RCS","47.323","-71.148","QC","11.8","0",NA,"26.0","0","-1.4","0","",,NA,"162.4","0",NA,"","10","",,NA,"187.3","2.7","7042395"
"HAVRE ST. PIERRE","50.282","-63.611","QC","11.5","4",NA,"25.2","4","-1.2","4","",,NA,"132.9","4",NA,"","12","",,NA,"168.5","0.4","7043019"
"ILE AUX PERROQUETS","50.221","-64.207","QC","9.9","0",NA,"20.2","0","4.9","0","",,NA,"",,NA,"","","",,NA,"242.9","0.0","7043B79"
"ILE ROUGE","48.069","-69.556","QC","11.7","0",NA,"20.4","0","5.7","0","",,NA,"99.4","0",NA,"","15","",,NA,"189.6","0.0","7043BP9"
"LES BUISSONS","49.117","-68.383","QC","",,NA,"10.0","29","",,"0.0","0",NA,"207.8","4",NA,"0.0","17","","",NA,"","","7044288"
"LONGUE-POINTE-DE-MINGAN","50.271","-64.226","QC","13.1","14",NA,"23.0","14","2.6","14","",,NA,"142.7","1",NA,"","11","",,NA,"78.2","0.0","7044328"
"NATASHQUAN","50.190","-61.789","QC","11.3","0",NA,"24.9","0","1.7","0","",,NA,"0.0","0",NA,"","0","",,NA,"201.0","0.0","7045398"
"NATASHQUAN A","50.190","-61.811","QC","11.3","0",NA,"25.4","0","1.6","0","",,NA,"132.9","0",NA,"","11","",,NA,"201.6","0.2","7045401"
"POINTE DE L'ISLET","48.136","-69.716","QC","14.3","5",NA,"30.2","3","6.8","2","",,NA,"",,NA,"","","",,NA,"96.2","4.1","7046059"
